9.417859315872192383e-01,2.470053911209106445e+00,-2.842082023620605469e+00,3.892132759094238281e+00,2.569864034652709961e+00
9.235640764236450195e-01,2.470180034637451172e+00,-2.840792417526245117e+00,3.882272243499755859e+00,2.602668523788452148e+00
9.560319781303405762e-01,2.411345481872558594e+00,-2.822364091873168945e+00,3.851146459579467773e+00,2.546511650085449219e+00
9.429662823677062988e-01,2.643810272216796875e+00,-2.972401857376098633e+00,4.032040119171142578e+00,2.816194295883178711e+00
9.729681015014648438e-01,2.465272903442382812e+00,-2.871796846389770508e+00,3.885297775268554688e+00,2.581990003585815430e+00
9.514250755310058594e-01,2.429229736328125000e+00,-2.850719928741455078e+00,3.854881048202514648e+00,2.555976152420043945e+00
9.665182828903198242e-01,2.509373903274536133e+00,-2.893974542617797852e+00,3.945442676544189453e+00,2.652614116668701172e+00
9.073080420494079590e-01,2.212703466415405273e+00,-2.684737682342529297e+00,3.628227233886718750e+00,2.346613883972167969e+00
9.493378996849060059e-01,2.398150920867919922e+00,-2.835799932479858398e+00,3.869088172912597656e+00,2.531530857086181641e+00
9.233007431030273438e-01,2.421522140502929688e+00,-2.785616636276245117e+00,3.842114210128784180e+00,2.575141191482543945e+00
9.629848599433898926e-01,2.273654222488403320e+00,-2.751393795013427734e+00,3.765053510665893555e+00,2.420517683029174805e+00
7.683201432228088379e-01,2.023175477981567383e+00,-2.396132707595825195e+00,3.288635015487670898e+00,2.168000221252441406e+00
1.138197064399719238e+00,3.196943998336791992e+00,-3.467255830764770508e+00,4.746860504150390625e+00,3.346990108489990234e+00
9.294431805610656738e-01,2.421219348907470703e+00,-2.825446367263793945e+00,3.849934339523315430e+00,2.596433639526367188e+00
8.488200306892395020e-01,2.089891672134399414e+00,-2.548917770385742188e+00,3.463796854019165039e+00,2.231657505035400391e+00
7.745928168296813965e-01,2.038005828857421875e+00,-2.438288927078247070e+00,3.346721887588500977e+00,2.177547693252563477e+00
9.554288983345031738e-01,2.445002317428588867e+00,-2.811885833740234375e+00,3.841768026351928711e+00,2.563817977905273438e+00
9.192191362380981445e-01,2.467332363128662109e+00,-2.811646461486816406e+00,3.836366415023803711e+00,2.594885826110839844e+00
9.729930758476257324e-01,2.410569429397583008e+00,-2.848562002182006836e+00,3.883300304412841797e+00,2.571862697601318359e+00
9.708774089813232422e-01,2.405250072479248047e+00,-2.856794834136962891e+00,3.853018760681152344e+00,2.546418905258178711e+00
9.281796216964721680e-01,2.459632635116577148e+00,-2.858688831329345703e+00,3.864551544189453125e+00,2.578394889831542969e+00
9.451746940612792969e-01,2.413970470428466797e+00,-2.855482578277587891e+00,3.892548322677612305e+00,2.598786115646362305e+00
9.336235523223876953e-01,2.464614152908325195e+00,-2.826949357986450195e+00,3.858286857604980469e+00,2.613204240798950195e+00
9.879800677299499512e-01,2.408716201782226562e+00,-2.844909191131591797e+00,3.899150848388671875e+00,2.578171253204345703e+00
9.155545234680175781e-01,2.445455312728881836e+00,-2.830422163009643555e+00,3.831421375274658203e+00,2.574056386947631836e+00
9.003461599349975586e-01,2.232793331146240234e+00,-2.701134204864501953e+00,3.666369676589965820e+00,2.394411802291870117e+00
8.391224145889282227e-01,1.967622518539428711e+00,-2.459010839462280273e+00,3.353238821029663086e+00,2.117375612258911133e+00
9.780108332633972168e-01,2.404744386672973633e+00,-2.864047527313232422e+00,3.880398988723754883e+00,2.530079364776611328e+00
9.396905899047851562e-01,2.423221349716186523e+00,-2.829008579254150391e+00,3.864845275878906250e+00,2.577993154525756836e+00
8.533250689506530762e-01,2.212113380432128906e+00,-2.602727890014648438e+00,3.551563739776611328e+00,2.354327201843261719e+00
9.495351314544677734e-01,2.466132402420043945e+00,-2.857557773590087891e+00,3.911792039871215820e+00,2.615242242813110352e+00
9.398744702339172363e-01,2.252278566360473633e+00,-2.744072437286376953e+00,3.738209962844848633e+00,2.391177177429199219e+00
9.481667876243591309e-01,2.429371833801269531e+00,-2.851584434509277344e+00,3.878212928771972656e+00,2.581019878387451172e+00
9.548642039299011230e-01,2.414011240005493164e+00,-2.819990158081054688e+00,3.865268468856811523e+00,2.613054990768432617e+00
9.465006589889526367e-01,2.380467176437377930e+00,-2.826264142990112305e+00,3.845252037048339844e+00,2.533019542694091797e+00
9.801532626152038574e-01,2.510771274566650391e+00,-2.902888298034667969e+00,3.955315113067626953e+00,2.631477594375610352e+00
9.568567872047424316e-01,2.318770170211791992e+00,-2.805942058563232422e+00,3.794610023498535156e+00,2.459784030914306641e+00
9.356603622436523438e-01,2.208121538162231445e+00,-2.703309059143066406e+00,3.665455579757690430e+00,2.333866119384765625e+00
9.707562923431396484e-01,2.409886360168457031e+00,-2.856232404708862305e+00,3.883484840393066406e+00,2.590230703353881836e+00
8.525249958038330078e-01,2.073532819747924805e+00,-2.556335926055908203e+00,3.470840215682983398e+00,2.206508159637451172e+00
8.606879115104675293e-01,2.146564006805419922e+00,-2.596986770629882812e+00,3.534323930740356445e+00,2.272044658660888672e+00
9.937855601310729980e-01,2.442054033279418945e+00,-2.867427110671997070e+00,3.921298503875732422e+00,2.543891429901123047e+00
9.139105081558227539e-01,2.406887531280517578e+00,-2.821754217147827148e+00,3.831315755844116211e+00,2.519697666168212891e+00
9.689281582832336426e-01,2.411609888076782227e+00,-2.826204538345336914e+00,3.829009532928466797e+00,2.560088157653808594e+00
9.013308882713317871e-01,2.398986816406250000e+00,-2.793693065643310547e+00,3.817244052886962891e+00,2.571657180786132812e+00
9.354343414306640625e-01,2.450722932815551758e+00,-2.843535661697387695e+00,3.862590074539184570e+00,2.586720705032348633e+00
9.664968252182006836e-01,2.417701244354248047e+00,-2.865378856658935547e+00,3.873400211334228516e+00,2.571765899658203125e+00
1.012397170066833496e+00,2.786933898925781250e+00,-3.091336965560913086e+00,4.217356681823730469e+00,2.948013305664062500e+00
9.228141903877258301e-01,2.390890121459960938e+00,-2.822412014007568359e+00,3.849142074584960938e+00,2.566519975662231445e+00
9.620119929313659668e-01,2.641263246536254883e+00,-2.966965675354003906e+00,4.051622390747070312e+00,2.814317703247070312e+00
6.353573799133300781e-01,1.811172246932983398e+00,-2.091679811477661133e+00,2.892452001571655273e+00,1.925586223602294922e+00
9.319347143173217773e-01,2.444029331207275391e+00,-2.820277452468872070e+00,3.846427917480468750e+00,2.558520793914794922e+00
9.389004707336425781e-01,2.417100906372070312e+00,-2.803218126296997070e+00,3.827306747436523438e+00,2.568309783935546875e+00
1.084952592849731445e+00,2.889000177383422852e+00,-3.221144437789916992e+00,4.355676651000976562e+00,3.023034572601318359e+00
7.985866069793701172e-01,2.215441226959228516e+00,-2.522838592529296875e+00,3.455431699752807617e+00,2.327127218246459961e+00
9.549896121025085449e-01,2.410039663314819336e+00,-2.830834627151489258e+00,3.832928657531738281e+00,2.569187879562377930e+00
9.424408078193664551e-01,2.415541172027587891e+00,-2.835067033767700195e+00,3.869202613830566406e+00,2.590590715408325195e+00
9.193198680877685547e-01,2.452911376953125000e+00,-2.844993352890014648e+00,3.860876321792602539e+00,2.623883962631225586e+00
8.849900364875793457e-01,2.579715967178344727e+00,-2.852569580078125000e+00,3.922724485397338867e+00,2.730563163757324219e+00
1.031400918960571289e+00,2.722988367080688477e+00,-3.112256526947021484e+00,4.185515403747558594e+00,2.829772233963012695e+00
-3.809585869312286377e-01,5.645846724510192871e-01,-1.037352979183197021e-01,4.963833987712860107e-01,7.083791494369506836e-01
-4.342302381992340088e-01,5.885018110275268555e-01,-6.751288473606109619e-02,4.580981731414794922e-01,7.074658274650573730e-01
-4.133204519748687744e-01,5.820701122283935547e-01,-9.718142449855804443e-02,4.864689707756042480e-01,7.072159647941589355e-01
-4.297809004783630371e-01,5.751035809516906738e-01,-1.151565983891487122e-01,4.503929316997528076e-01,7.098023891448974609e-01
-3.872385621070861816e-01,5.897996425628662109e-01,-1.148502528667449951e-01,4.932760000228881836e-01,7.296501994132995605e-01
-3.792821764945983887e-01,5.806944370269775391e-01,-1.379212141036987305e-01,5.370856523513793945e-01,7.020828127861022949e-01
-1.180668830871582031e+00,1.307250499725341797e+00,5.124348998069763184e-01,-9.345746040344238281e-02,1.491708636283874512e+00
-3.209713399410247803e-01,5.444278120994567871e-01,-1.976444125175476074e-01,5.991072654724121094e-01,6.823233962059020996e-01
-2.552133202552795410e-01,6.575182676315307617e-01,-3.174635171890258789e-01,7.362384796142578125e-01,7.761468291282653809e-01
-4.481059908866882324e-01,5.991903543472290039e-01,-7.480484992265701294e-02,4.467646181583404541e-01,7.054138183593750000e-01
-3.681383728981018066e-01,5.737417936325073242e-01,-1.944166570901870728e-01,5.626548528671264648e-01,7.038407325744628906e-01
-3.129190802574157715e-01,5.648303627967834473e-01,-1.936902552843093872e-01,5.349693894386291504e-01,6.899688839912414551e-01
-4.204177558422088623e-01,5.671975612640380859e-01,-8.525383472442626953e-02,4.661848545074462891e-01,7.242787480354309082e-01
